person_id,id,name,character,role
7065,tm51083,Ron Perlman,Jacob Shuler,Actor
65453,tm51083,Ken Olin,Jim Sandler,Actor
32255,tm51083,Jill Eikenberry,Susan,Actor
30112,tm51083,Gregg Henry,Sheriff Woodman,Actor
1896,tm51083,Nicholas Pryor,Baxter,Actor
2929,tm51083,Brad Pitt,Teddy Johnson,Actor
36865,tm51083,Maureen Mueller,Sarah Shuler,Actor
17912,tm51083,Noble Willingham,Judge Manning,Actor
21471,tm51083,Peter Michael Goetz,Keller,Actor
95111,tm51083,Theodore Bikel,Abe Moser,Actor
37668,tm51083,Olivia Burnette,Rachel,Actor
396579,tm51083,Bill Allen,Roy,Actor
132198,tm51083,Larry Elikann,Director,Director
25455,tm137013,Judith Light,Jeanne White,Actor
14874,tm137013,Michael Bowen,Harley,Actor
32570,tm137013,Nikki Cox,Andrea White,Actor
10441,tm137013,George Dzundza,Dr. Kleiman,Actor
24519,tm137013,Sarah Jessica Parker,Laura,Actor
15813,tm137013,Mitchell Ryan,Tom,Actor
13184,tm137013,Peter Scolari,David Day,Actor
23060,tm137013,Grace Zabriskie,Gloria White,Actor
22246,tm137013,George C. Scott,Charles Vaughan Sr.,Actor
399116,tm137013,Kathy Wagner,Sue Hatch,Actor
478181,tm137013,Casey Ellison,Heath,Actor
170221,tm137013,Mark Joy,Charles Vaughan Jr.,Actor
484329,tm137013,Ryan White,Chad,Actor
1652,tm137013,Lukas Haas,Ryan White,Actor
1543302,tm137013,Sue Satoris,Jennifer,Actor
19028,tm137013,John Herzfeld,Director,Director
61013,tm157603,Aamir Khan,Raja Prasad,Actor
61018,tm157603,Madhuri Dixit,Madhu Mehra,Actor
14177,tm157603,Saeed Jaffrey,Mr. Mehra,Actor
1345,tm157603,Anupam Kher,Hazari Prasad,Actor
616428,tm157603,Padmarani,Savitri Prasad,Actor
68237,tm157603,Shammi,Malini Mehra,Actor
66216,tm157603,Deven Verma,Inspector Ghalib,Actor
201243,tm157603,Adi Irani,Shakti,Actor
68124,tm157603,Indra Kumar,Director,Director
4020,tm258072,JoBeth Williams,Reve Walsh,Actor
33785,tm258072,Daniel J. Travanti,John Walsh,Actor
34424,tm258072,Richard Masur,Jay Howell,Actor
13679,tm258072,Martha Scott,Gram Walsh,Actor
182567,tm258072,Paul Regina,Joe Walsh,Actor
12810,tm258072,Sam McMurray,Police Lieutenant,Actor
492364,tm258072,Lindsey Amelio,Meghan Walsh,Actor
126482,tm258072,Robert Markowitz,Director,Director
3776,tm114356,Denzel Washington,George McKenna,Actor
28831,tm114356,Lynn Whitfield,Bobbie Maxwell,Actor
27957,tm114356,Earl Billings,Mr. Rogers,Actor
80152,tm114356,Ray Buktenica,Alan Keith,Actor
108171,tm114356,Akosua Busia,Cynthia Byers,Actor
493938,tm114356,Michael Milburn,Brimm Leader,Actor
34424,tm114356,Richard Masur,Ben Proctor,Actor
63080,tm114356,Virginia Capers,Margaret Wright,Actor
505317,tm114356,Barbara Townsend,Aura Kruger,Actor
205833,tm114356,J.A. Preston,Mr. McKenna,Actor
18286,tm114356,Bill Henderson,Goodman,Actor
17668,tm114356,Brent Jennings,Mr. Jackson,Actor
444836,tm114356,Terrance Ellis,Robert Norris,Actor
1483731,tm114356,Michael C. Matthews,E.J.,Actor
47308,tm114356,Ken Sagoes,Mark Rogers,Actor
59733,tm114356,Eric Laneuville,Director,Director
25455,tm157853,Judith Light,Laura Simmons,Actor
82506,tm157853,Michael Ontkean,Robert,Actor
33401,tm157853,Jerry Orbach,Alan Michelson,Actor
12802,tm157853,Johnny Galecki,Eric,Actor
91781,tm157853,Cynthia Sikes,Claudia,Actor
93350,tm157853,Gema Zamprogna,Amanda Simmons,Actor
274431,tm157853,Patricia Hamilton,Eileen Lloyd,Actor
46104,tm157853,Pat Corley,Det. Brendan Bradley,Actor
20991,tm157853,Nicholas Campbell,Ben Gardner,Actor
38946,tm157853,John Colicos,Charles Evers,Actor
113863,tm157853,Tony Rosato,Frank Ticelli,Actor
14493,tm157853,Colin Fox,Brad Monroe,Actor
32607,tm157853,David Hemblen,Collin Barrie,Actor
488282,tm157853,Errol Slue,Judge Bruce,Actor
147321,tm157853,Jonathan Welsh,D.A. Papernow,Actor
50555,tm157853,Frank Adamson,Judge Perini,Actor
444243,tm157853,Karen Kennedy,Joan,Actor
53376,tm157853,Elizabeth Lennie,Iris,Actor
114589,tm157853,Marc Gomes,Bruce Holloway,Actor
243066,tm157853,Allan Aarons,Smitty,Actor
57621,tm157853,Matt Birman,Policeman Keefe,Actor
22610,tm157853,Scott Wickware,Clerk / Baliff,Actor
107666,tm157853,Joel Oliansky,Director,Director
180482,tm132164,Bill Hicks,Himself,Actor
354120,tm132164,Kevin Booth,Director,Director
484289,tm132164,David Johndrow,Director,Director
63667,tm446654,Mithun Chakraborty,Unknown,Actor
61018,tm446654,Madhuri Dixit,Unknown,Actor
216330,tm446654,Nutan,Unknown,Actor
65975,tm446654,Shakti Kapoor,Unknown,Actor
63303,tm446654,Amrish Puri,Unknown,Actor
62784,tm446654,Sharat Saxena,Unknown,Actor
206634,tm446654,Pallavi Joshi,Unknown,Actor
38637,tm446654,Johnny Lever,Unknown,Actor
447831,tm446654,Kunickaa Sadanand,Unknown,Actor
69039,tm446654,Jagdeep,Unknown,Actor
54349,tm446654,Gulshan Grover,Unknown,Actor
434193,tm446654,Umesh Mehra,Director,Director
38640,tm348735,Vinod Khanna,Inspector Amar Kaushal,Actor
53154,tm348735,Dimple Kapadia,Sub-Inspector Rima Kapoor,Actor
64558,tm348735,Jackie Shroff,Nitin Sinha,Actor
150754,tm348735,Vinod Mehra,Barrister Shrikant Sharma,Actor
54349,tm348735,Gulshan Grover,Shiv Saran,Actor
69034,tm348735,Paresh Rawal,Girja Shankar,Actor
105257,tm348735,A.K. Hangal,Retired Judge Kapoor,Actor
104975,tm348735,Shafi Inamdar,D.S.P.,Actor
132269,tm348735,Roopesh Kumar,Raghunandan,Actor
62784,tm348735,Sharat Saxena,Bansidhar,Actor
63362,tm348735,Sushma Seth,Mrs. Kaushal,Actor
459933,tm348735,Mahavir Shah,Girdhar,Actor
61587,tm348735,Aanjjan Srivastav,Dr. Abdul Rehman,Actor
464674,tm348735,Birbal,Chelaramani,Actor
1544152,tm348735,Bob Christo,Goon,Actor
81473,tm348735,Sudhir Dalvi,Commissioner of police,Actor
483458,tm348735,Sonam,Nisha Sharma,Actor
462999,tm348735,Rajiv Mehra,Director,Director
173191,tm151332,Youssef Chahine,Yehia,Actor
332610,tm151332,Yousra,Nadia,Actor
481761,tm151332,Hussein Fahmy,Stelio,Actor
140326,tm151332,Amr Abdul Gelil,Amr,Actor
391527,tm151332,Hesham Selim,Unknown,Actor
138049,tm151332,Taheya Cariocca,Tahia,Actor
557940,tm151332,Hoda Soltan,Nadia's mother,Actor
1095845,tm151332,Rajaa Hussain,Unknown,Actor
740561,tm151332,Seif Abdelrahman,Unknown,Actor
361825,tm151332,Abla Kamel,Unknown,Actor
741065,tm151332,Hassan El Adl,Unknown,Actor
1117688,tm151332,Ahmed El Hariri,Unknown,Actor
172478,tm151332,Menha Batraoui,Gigi,Actor
215652,tm151332,Tewfik Saleh,Unknown,Actor
668881,tm151332,Zaki Fateen Abdel Wahab,Guindi,Actor
537213,tm151332,Mohammed Tawfik,Unknown,Actor
1528491,tm151332,Mohamed Fadel,Unknown,Actor
223456,tm151332,Hossam El Din Mostafa,Unknown,Actor
217637,tm151332,Aly Badrakhan,Unknown,Actor
1117491,tm151332,Maher Salim,Unknown,Actor
266396,tm151332,Mohamed Henedi,Unknown,Actor
215296,tm151332,Salah Zulfikar,Unknown,Actor
173191,tm151332,Youssef Chahine,Director,Director
69178,tm342996,Ashok Kumar,R.D. Puri,Actor
478848,tm342996,Dilip Kumar,Mohan Kumar,Actor
62774,tm342996,Rishi Kapoor,Ravi,Actor
69486,tm342996,Amrita Singh,Roma Verma,Actor
57763,tm342996,Prem Chopra,Prakash Chandra Bhandari,Actor
63303,tm342996,Amrish Puri,Balwant Singh Kalra,Actor
105221,tm342996,Pran,Jugal Kishore Ahuja 'J.K.',Actor
105223,tm342996,Satyendra Kapoor,Jagdish (as Satyen Kappu),Actor
105228,tm342996,Mac Mohan,Kabir,Actor
507044,tm342996,Ramesh Talwar,Director,Director
91626,tm24110,Nancy McKeon,Nicole Glover,Actor
97421,tm24110,Valerie Harper,Lynn Glover,Actor
10109,tm24110,Stephen Macht,Dave Glover,Actor
384675,tm24110,Tricia Leigh Fisher,Lisa Glover,Actor
30318,tm24110,Millie Perkins,Helen,Actor
182169,tm24110,Robert Krantz,Jeff,Actor
33398,tm24110,Robin Morse,Jenny,Actor
21909,tm24110,Jack Blessing,Dr. Dorfman,Actor
112903,tm24110,Marta Kristen,Mona,Actor
270596,tm24110,Heidi Schooler,Karen,Actor
74677,tm24110,Molly McClure,Matron,Actor
64193,tm24110,Gerald Hiken,Dr. Austin,Actor
60208,tm24110,Fay Hauser,Unknown,Actor
83253,tm24110,Gary Bisig,Gary,Actor
474918,tm24110,Micah Grant,Kenny,Actor
697346,tm24110,Nomi Mitty,Mrs. Linden,Actor
911918,tm24110,William Wintersole,Referee,Actor
95788,tm24110,Christine Avila,Advocate,Actor
427779,tm24110,Fred Ponzlov,Art Teacher,Actor
819150,tm24110,Madeleine Swift,Waitress,Actor
84484,tm24110,Charles Walker,Security Officer,Actor
466320,tm24110,Ethel Winant,Professor,Actor
656610,tm24110,Gloria Camden,Schizophrenic Woman,Actor
260703,tm24110,Robert Crow,Policeman,Actor
1359095,tm24110,Art Bradford,Coffee Shop Owner,Actor
1359307,tm24110,David Blatt,Mental Patient,Actor
454516,tm24110,Jeff Kizer,Fox,Actor
1359111,tm24110,Danny McCoy Jr.,Father Baker (uncredited),Actor
66030,tm24110,Arthur Allan Seidelman,Director,Director
55477,tm371359,Rekha,Meenabai,Actor
63667,tm371359,Mithun Chakraborty,Shankar,Actor
483455,tm371359,Mandakini,Madhu,Actor
479866,tm371359,Moon Moon Sen,Sunita,Actor
818836,tm371359,Amrit Pal,Unknown,Actor
63668,tm371359,Jeetendra,Unknown,Actor
150754,tm371359,Vinod Mehra,Unknown,Actor
68168,tm371359,Tanuja,Unknown,Actor
69039,tm371359,Jagdeep,Unknown,Actor
54349,tm371359,Gulshan Grover,Unknown,Actor
132269,tm371359,Roopesh Kumar,Unknown,Actor
61586,tm371359,Ila Arun,Unknown,Actor
143403,tm371359,Tej Sapru,Unknown,Actor
199763,tm371359,Yunus Parvez,Unknown,Actor
69035,tm371359,Javed Khan,Unknown,Actor
162758,tm371359,Praveena,Unknown,Actor
464674,tm371359,Birbal,Unknown,Actor
434349,tm371359,Mohan Choti,Unknown,Actor
62784,tm371359,Sharat Saxena,Unknown,Actor
196795,tm371359,Mahesh,Unknown,Actor
837698,tm371359,Shreechand Makhija,Unknown,Actor
837699,tm371359,Sukhminder,Unknown,Actor
434193,tm371359,Umesh Mehra,Director,Director
59778,tm55091,Pam Dawber,Lucy Wedemeyer,Actor
7608,tm55091,Michael Nouri,Charlie Wedemeyer,Actor
302573,tm55091,Bess Meyer,Unknown,Actor
6302,tm55091,Peter Berg,Bobby,Actor
17999,tm55091,James Handy,Doctor,Actor
4718,tm55091,Dan Lauria,Assistant Coach,Actor
4075,tm55091,Kyle Chandler,Skinner,Actor
4341,tm55091,Reginald VelJohnson,Assistant Coach,Actor
17912,tm55091,Noble Willingham,Ted Simonsen,Actor
9288,tm55091,Stephen Dorff,Charlie's Son,Actor
4369,tm55091,Betty Carvalho,Ruth Wedemeyer,Actor
170221,tm55091,Mark Joy,Dr. Aronson,Actor
20129,tm55091,Jim Grimshaw,Jim Finholt,Actor
299990,tm55091,Jennifer Lanier,Winona Wedemeyer,Actor
421148,tm55091,Howard Kingkade,Paramedic #3,Actor
421149,tm55091,Richard K. Olsen,Mayor Lochner,Actor
421150,tm55091,Roy Campanella II,Director,Director
115048,ts63001,Wayne Rogers,Unknown,Actor
64409,tm311264,Raaj Kumar,Pandit,Actor
65000,tm311264,Raj Babbar,Raj,Actor
132267,tm311264,Tina Munim,Nisha,Actor
64567,tm311264,Rakhee Gulzar,Rukmini,Actor
457078,tm311264,Meenakshi Seshadri,Meena,Actor
216915,tm311264,Prakash Mehra,Director,Director
63667,tm411457,Mithun Chakraborty,Ashok Choudhary,Actor
104973,tm411457,Bindu,Paro,Actor
497227,tm411457,Krishan Dhawan,Geeta's dad,Actor
69039,tm411457,Jagdeep,Scout Master,Actor
515837,tm411457,Simple Kapadia,Rajni Thakur,Actor
66224,tm411457,Lalita Pawar,Paro's mom,Actor
57114,tm411457,Jaya Prada,Geeta Choudhary,Actor
462999,tm411457,Rajiv Mehra,Director,Director
57761,tm172482,Sunny Deol,Mirza Izzat Beg,Actor
65157,tm172482,Poonam Dhillon,Sohni,Actor
54349,tm172482,Gulshan Grover,Noor,Actor
68168,tm172482,Tanuja,Tulla's wife,Actor
173252,tm172482,Shammi Kapoor,Peer Baba,Actor
105221,tm172482,Pran,Tulla,Actor
148261,tm172482,Rakesh Bedi,Salamat,Actor
105220,tm172482,Zeenat Aman,Zarina,Actor
514365,tm172482,Latif Faiziyev,Director,Director
434193,tm172482,Umesh Mehra,Director,Director
462999,tm419052,Rajiv Mehra,Director,Director
381068,tm47673,Nour El-Sherif,Yehia,Actor
332610,tm47673,Yousra,Amal,Actor
1285693,tm47673,Mohsen Mohie Eldein,Yehia as Young Man,Actor
2317355,tm47673,Gumball Williams,Cubby Al-Hammat,Actor
223452,tm47673,Soheir El-Bably,Unknown,Actor
506478,tm47673,Magda El-Khatib,Unknown,Actor
412768,tm47673,Mohamed Mounir,Unknown,Actor
173191,tm47673,Youssef Chahine,Director,Director
505944,tm52274,Soraya Khoury,Soraya,Actor
505945,tm52274,Nabil Ismaïl,Nabil,Actor
505946,tm52274,Roger Hawa,Talal,Actor
679728,tm52274,Reda Khoury,La mère de Talal,Actor
679722,tm52274,Youcef Hosni,L'oncle de Soraya,Actor
479396,tm52274,Maroun Bagdadi,Director,Director
15897,tm147829,Jill Clayburgh,Laurie Braga,Actor
82808,tm147829,Brad Davis,Joseph Braga,Actor
478355,tm147829,Sam Behrens,Herschell,Actor
454597,tm147829,Gary Frank,Neil Harrison,Actor
17999,tm147829,James Handy,Jeff Samek,Actor
33756,tm147829,Mark Harelik,Richard Maxwell,Actor
89522,tm147829,Season Hubley,Jackie Harrison,Actor
52520,tm147829,Terence Knox,Dan Casey,Actor
7038,tm147829,Joseph Mazzello,Jason Harrison,Actor
63850,tm147829,John Mazzello,Joshua Harrison,Actor
470490,tm147829,Linda Otto,Director,Director
91091,ts20981,Jeff Probst,Himself - Host,Actor
3535,tm107744,Tom Cruise,Ethan Hunt,Actor
10103,tm107744,Jon Voight,Jim Phelps,Actor
27855,tm107744,Henry Czerny,Eugene Kittridge,Actor
40197,tm107744,Emmanuelle Béart,Claire Phelps,Actor
3458,tm107744,Ving Rhames,Luther Stickell,Actor
10812,tm107744,Kristin Scott Thomas,Sarah Davies,Actor
1391,tm107744,Vanessa Redgrave,Max Mitsopolis,Actor
13473,tm107744,Jean Reno,Franz Krieger,Actor
32090,tm107744,Emilio Estevez,Jack Harmon (uncredited),Actor
20198,tm107744,Ingeborga Dapkūnaitė,Hannah Williams,Actor
598721,tm107744,Rolf Saxon,CIA Analyst William Donloe,Actor
15107,tm107744,Marcel Iureș,Alexander Golitsyn,Actor
39942,tm107744,Karel Dobrý,Matthias,Actor
4353,tm107744,Andreas Wisniewski,Max's Companion,Actor
152081,tm107744,Annabel Mullion,Flight Attendant,Actor
89611,tm107744,Olegar Fedoro,Kiev Agent,Actor
588923,tm107744,Morgan Deare,Donald Hunt,Actor
458110,tm107744,Valentina Yakunina,Drunken Female IMF Agent,Actor
44240,tm107744,Marek Vašut,Drunken Male IMF Agent,Actor
231068,tm107744,Nathan Osgood,Kittridge Technician,Actor
83152,tm107744,John McLaughlin,TV Interviewer,Actor
1430975,tm107744,David Shaeffer,Diplomat Rand Housman,Actor
1430369,tm107744,Rudolf Pechan,Mayor Brandl,Actor
439870,tm107744,Gaston Šubert,Jaroslav Reid,Actor
32190,tm107744,Ricco Ross,Denied Area Security Guard,Actor
14130,tm107744,Mark Houghton,Denied Area Security Guard,Actor
421631,tm107744,Bob Friend,Sky News Man,Actor
2018,tm107744,Garrick Hagon,CNN Reporter,Actor
541581,tm107744,Jiřina Třebická,Cleaning Woman,Actor
479818,tm107744,Andrzej Borkowski,Kiev Room Agent,Actor
1431003,tm107744,Maya Dokic,Kiev Room Agent,Actor
47397,tm107744,Sam Douglas,Kiev Room Agent,Actor
489093,tm107744,Carmela Marner,Kiev Room Agent,Actor
1042674,tm107744,Mimi Potworowska,Kiev Room Agent,Actor
12747,tm107744,David Schneider,Train Engineer,Actor
48959,tm107744,Helen Lindsay,Female Executive in Train,Actor
208867,tm107744,Pat Starr,CIA Agent,Actor
489340,tm107744,Richard D. Sharp,CIA Lobby Guard,Actor
163284,tm107744,Randall Paul,CIA Escort Guard,Actor
1101694,tm107744,Sue Doucette,CIA Agent,Actor
108731,tm107744,Graydon Gould,Public Official,Actor
589309,tm107744,Tony Vogel,MI5 Agent,Actor
422703,tm107744,Michael Rogers,Large man,Actor
230986,tm107744,Laura Brook,Margaret Hunt,Actor
462726,tm107744,David Phelan,Steward on Train,Actor
789227,tm107744,Melissa Knatchbull,Air Stewardess,Actor
114545,tm107744,Ion Caramitru,Zozimov,Actor
18517,tm107744,Dale Dye,Frank Barnes,Actor
8760,tm107744,Keith Campbell,Fireman (uncredited),Actor
1430217,tm107744,Michael Cella,Student (uncredited),Actor
2053,tm107744,Harry Fielder,Car Driver (uncredited),Actor
1360855,tm107744,Toby Hinson,Man on Plane (uncredited),Actor
598599,tm107744,John Knoll,Passenger on Train in Tunnel (uncredited),Actor
791222,tm107744,Paul Markham,Train Gaurd (uncredited),Actor
11594,tm107744,Brian De Palma,Director,Director
12786,ts22176,Ben Browder,Cameron Mitchell,Actor
48256,ts22176,Amanda Tapping,Samantha Carter,Actor
48258,ts22176,Christopher Judge,Teal'c,Actor
21477,ts22176,Michael Shanks,Daniel Jackson,Actor
36606,ts22176,Claudia Black,Vala Mal Doran,Actor
12421,ts22176,Beau Bridges,Hank Landry,Actor
2929,tm15897,Brad Pitt,Detective David Mills,Actor
198,tm15897,Morgan Freeman,Detective Lt. William Somerset,Actor
8258,tm15897,Gwyneth Paltrow,Tracy Mills,Actor
9056,tm15897,Kevin Spacey,John Doe,Actor
6647,tm15897,R. Lee Ermey,Police Captain,Actor
1231,tm15897,John C. McGinley,California,Actor
87585,tm15897,Julie Araskog,Mrs. Gould,Actor
8130,tm15897,Mark Boone Junior,Greasy F.B.I. Man,Actor
29192,tm15897,John Cassini,Officer Davis,Actor
5361,tm15897,Reg E. Cathey,Dr. Santiago,Actor
37019,tm15897,Peter Crombie,Dr. O'Neill,Actor
19271,tm15897,Richard Roundtree,Dist. Atty. Martin Talbot,Actor
12526,tm15897,Richard Schiff,Mark Swarr,Actor
7559,tm15897,Hawthorne James,"George, Library Night Guard",Actor
18881,tm15897,Michael Massee,Man in Booth at Massage Parlor,Actor
4712,tm15897,Leland Orser,Crazed Man in Massage Parlor,Actor
14593,tm15897,Richard Portnow,Dr. Beardsley,Actor
23041,tm15897,Daniel Zacapa,Detective Taylor,Actor
2984,tm15897,Alfonso Freeman,Fingerprint Technician,Actor
87598,tm15897,Harris Savides,911 Operator,Actor
11993,tm15897,Andrew Kevin Walker,Dead Man,Actor
44857,tm15897,Pamala Tyson,Thin Vagrant,Actor
2936,tm15897,Richmond Arquette,Delivery Man,Actor
87587,tm15897,Emily Wagner,Detective Sara,Actor
14357,tm15897,Shannon Wilcox,Woman Cop Behind Desk,Actor
598547,tm15897,George Christy,Workman at Door of Somerset's Office,Actor
5875,tm15897,Endre Hules,Cab Driver,Actor
87589,tm15897,William Davidson,First Guard at the Library,Actor
87590,tm15897,Bob Collins,Second Guard at the Library,Actor
87591,tm15897,Dominique Jennings,TV News Reporter,Actor
87592,tm15897,Allan Kolman,First Forensic Man in the Law Office,Actor
27790,tm15897,Gene Borkan,Eli Gould - Greed Victim,Actor
87593,tm15897,Mario Di Donato,Fingerprint Forensic Man in Law Office,Actor
87594,tm15897,Harrison White,Cop on SWAT Team,Actor
2941,tm15897,Bob Stephenson,Cop on SWAT Team,Actor
14509,tm15897,Michael Reid MacKay,Victor - Sloth Victim,Actor
14613,tm15897,Lennie Loftin,Policeman Who Takes Statement from Vagrant,Actor
60749,tm15897,Martin Serene,Wild Bill,Actor
87595,tm15897,David Correia,First Cop at Massage Parlor,Actor
23808,tm15897,Lexie Bigham,Sweating Cop at Massage Parlor,Actor
87596,tm15897,Evan Mirand,Paramedic at Massage Parlor,Actor
87597,tm15897,Paul Eckstein,Paramedic at Massage Parlor,Actor
87599,tm15897,Rachel Flanagan,Additional 911 Operator,Actor
24029,tm15897,Heidi Schanz,Pride Victim,Actor
87600,tm15897,Brian Evers,Duty Sergeant,Actor
87601,tm15897,James Deeth,Helicopter Pilot,Actor
80227,tm15897,Charles A. Tamburro,SWAT Helicopter Pilot,Actor
17347,tm15897,Charles S. Dutton,Cop (uncredited),Actor
4592,tm15897,Arthur Max,Man in Library (uncredited),Actor
2964,tm15897,David Fincher,Director,Director
28162,ts21223,Rica Matsumoto,Satoshi (voice),Actor
28164,ts21223,Ikue Otani,Pikachu (voice),Actor
96460,ts21223,Daiki Yamashita,Gou (voice),Actor
45308,ts21223,Kenyu Horiuchi,Narrator (voice),Actor
1071,tm191013,Mark Wahlberg,Eddie Adams / Dirk Diggler,Actor
1760,tm191013,Julianne Moore,Amber Waves,Actor
13020,tm191013,Burt Reynolds,Jack Horner,Actor
1854,tm191013,Don Cheadle,Buck Swope,Actor
828,tm191013,John C. Reilly,Reed Rothchild,Actor
915,tm191013,Heather Graham,Rollergirl,Actor
2568,tm191013,William H. Macy,Little Bill,Actor
11409,tm191013,Luis Guzmán,Maurice t.t. Rodriguez,Actor
1762,tm191013,Philip Seymour Hoffman,Scotty J.,Actor
9250,tm191013,Philip Baker Hall,Floyd Gondolli,Actor
427635,tm191013,Rico Bueno,Hot Traxx Waiter,Actor
13027,tm191013,Nicole Ari Parker,Becky Barnett,Actor
619934,tm191013,Samson Barkhordarian,Hot Traxx Chef,Actor
64039,tm191013,Nina Hartley,Little Bill's Wife,Actor
9872,tm191013,Alfred Molina,Rahad Jackson,Actor
619896,tm191013,Brad Braeden,Big Stud,Actor
32213,tm191013,Joanna Gleason,Dirk's Mother,Actor
619889,tm191013,Lawrence Hudd,Dirk's Father,Actor
591069,tm191013,Michael Stein,Stereo Customer,Actor
8759,tm191013,Stanley DeSantis,Buck's Manager,Actor
157040,tm191013,Patricia Forte,Teacher,Actor
16595,tm191013,Kai Lennox,High School / College Kid,Actor
65624,tm191013,Laurel Holloman,Sheryl Lynn,Actor
427631,tm191013,Jason Andrews,Johnny Limo Driver,Actor
13023,tm191013,Robert Ridgely,The Colonel James,Actor
619877,tm191013,Lil' Cinderella,Colonel's Lady Friend,Actor
429892,tm191013,Greg Lauren,Young Stud,Actor
455715,tm191013,Tom Dorfmeister,Watcher #1,Actor
43349,tm191013,"Jason ""Jake"" Cross",Watcher #2,Actor
597615,tm191013,Ricky Jay,Kurt Longjohn,Actor
28473,tm191013,Jack Wallace,Rocky,Actor
619873,tm191013,Selwyn Emerson Miller,Hot Traxx DJ,Actor
619864,tm191013,Jamielyn Lippman,Colonel's Hot Traxx Girlfriend,Actor
619855,tm191013,Missy Spell Tanner,Becky's Girlfriend,Actor
619850,tm191013,Raymond Laboriel,Becky's Girlfriend's Friend,Actor
11006,tm191013,Melora Walters,Jessie St. Vincent,Actor
5631,tm191013,Jon Brion,Awards Ceremony Band Member,Actor
439519,tm191013,Brian Kehew,Awards Ceremony Band Member,Actor
619846,tm191013,Robin Sharp,Awards Ceremony Band Member,Actor
619839,tm191013,Audrey Wiechman,Awards Ceremony Band Member,Actor
603349,tm191013,Tim Soronen,Raphael,Actor
3215,tm191013,Michael Jace,Jerome,Actor
53242,tm191013,Alexander D. Slanger,Floyd's Kid - Boy,Actor
16247,tm191013,Tom Lenk,Floyd's Kid - Boy,Actor
665462,tm191013,Lexi Leigh,Floyd's Kid - Girl,Actor
619818,tm191013,Laura Gronewold,Floyd's Kid - Girl,Actor
8663,tm191013,Thomas Jane,Todd Parker,Actor
619801,tm191013,Vernon Guichard II,"Mugsy, Jack's Bartender",Actor
472387,tm191013,Tony Tedeschi,New Year's Eve Young Stud,Actor
631065,tm191013,Leslie Redden,KC Sunshine,Actor
132818,tm191013,Gregory T. Daniel,Minister,Actor
619773,tm191013,Jonathan Quint,Johnny Doe,Actor
13028,tm191013,Michael Penn,Nick the Engineer,Actor
96576,tm191013,Don Amendolia,Bank Worker,Actor
619831,tm191013,Summer Cummings,Self (as Jacuzzi Girl),Actor
619762,tm191013,Skye Blue,Self (as Jacuzzi Girl),Actor
13024,tm191013,Robert Downey Sr.,"Burt, Studio Manager",Actor
53017,tm191013,Veronica Hart,Judge,Actor
48619,tm191013,Jack Riley,Lawyer,Actor
42336,tm191013,John Doe,Amber's Husband,Actor
38415,tm191013,Channon Roe,Surfer,Actor
38939,tm191013,Mike Gunther,Surfer Punk,Actor
619783,tm191013,Michael Raye Smith,Surfer Punk,Actor
619827,tm191013,Michael S. Stencil,Surfer Punk,Actor
175761,tm191013,Dustin Courtney,Donut Boy,Actor
14610,tm191013,Allan Graf,Man with Gun,Actor
619780,tm191013,Jose Chaidez,Puerto Rican Kid,Actor
619732,tm191013,B. Philly Johnson,Rahad's Bodyguard,Actor
619729,tm191013,Joe G.M. Chan,Cosmo (Rahad's Boy),Actor
495004,tm191013,Goliath,Tyrone,Actor
31956,tm191013,Israel Juarbe,Maurice's Brother,Actor
619722,tm191013,George Anthony Rae,Maurice's Brother,Actor
242074,tm191013,Eric Winzenried,Doctor,Actor
620061,tm191013,Sharon Ferrol-Young,Hot Traxx Dancer,Actor
7617,tm191013,Anne Fletcher,Hot Traxx Dancer,Actor
145551,tm191013,Scott Fowler,Hot Traxx Dancer,Actor
619754,tm191013,Melanie A. Gage,Hot Traxx Dancer,Actor
233734,tm191013,Eddie Garcia,Hot Traxx Dancer,Actor
619751,tm191013,Sebastian La Cause,Hot Traxx Dancer,Actor
631064,tm191013,Lance MacDonald,Hot Traxx Dancer,Actor
82036,tm191013,Diane Mizota,Hot Traxx Dancer,Actor
619699,tm191013,Nathan Prevost,Hot Traxx Dancer,Actor
616562,tm191013,Lisa Ratzin,Hot Traxx Dancer,Actor
619936,tm191013,Dee Dee Weathers,Hot Traxx Dancer,Actor
619694,tm191013,Darrel W. Wright,Hot Traxx Dancer,Actor
73415,tm191013,Michael Ballhaus,Cameraman (uncredited),Actor
54641,tm191013,Greg Bronson,Clubgoer (uncredited),Actor
450672,tm191013,Grace Bustos,Underwater Swimming Girl at Party (uncredited),Actor
619683,tm191013,Jorga Caye,Patron (uncredited),Actor
619677,tm191013,Tyrone D. Dixon,Actor in 'Angels Live in My Town' (uncredited),Actor
631063,tm191013,Theo Mayes,Dirk Diggler's Hairstylist (uncredited),Actor
619721,tm191013,Coleman McClary,Jack's Pool Party Guest (uncredited),Actor
619716,tm191013,Jami Philbrick,Dancer (uncredited),Actor
619711,tm191013,Misty Tamburelli,Girl in Red Dress (uncredited),Actor
619673,tm191013,Sean Welch,Party Man (uncredited),Actor
13025,tm191013,Paul Thomas Anderson,Director,Director
2718,tm122434,Tom Hanks,Forrest Gump,Actor
10888,tm122434,Robin Wright,Jenny Curran,Actor
3186,tm122434,Gary Sinise,Dan Taylor,Actor
3185,tm122434,Mykelti Williamson,Bubba,Actor
7645,tm122434,Sally Field,Mrs. Gump,Actor
