person_id,id,name,character,role
3748,tm84618,Robert De Niro,Travis Bickle,Actor
14658,tm84618,Jodie Foster,Iris Steensma,Actor
7064,tm84618,Albert Brooks,Tom,Actor
3739,tm84618,Harvey Keitel,Matthew 'Sport' Higgins,Actor
48933,tm84618,Cybill Shepherd,Betsy,Actor
32267,tm84618,Peter Boyle,Wizard,Actor
519612,tm84618,Leonard Harris,Senator Charles Palantine,Actor
29068,tm84618,Diahnne Abbott,Concession Girl,Actor
519613,tm84618,Gino Ardito,Policeman at Rally,Actor
3308,tm84618,Martin Scorsese,Passenger Watching Silhouette,Actor
43791,tm84618,Murray Moston,Iris' Time Keeper,Actor
519614,tm84618,Richard Higgs,Secret Service Agent,Actor
519615,tm84618,Bill Minkin,Tom's Assistant (uncredited),Actor
82426,tm84618,Bob Maroff,Mafioso (uncredited),Actor
20935,tm84618,Victor Argo,"Melio, Delicatessen Owner",Actor
7753,tm84618,Joe Spinell,Personell Officer,Actor
43279,tm84618,Robinson Frank Adu,Angry Black Man (uncredited),Actor
519616,tm84618,Brenda Dickson,Soap Opera Woman (uncredited),Actor
8424,tm84618,Norman Matlock,Charlie T,Actor
20447,tm84618,Harry Northup,Doughboy,Actor
519618,tm84618,Harlan Cary Poe,Campaign Worker (uncredited),Actor
49567,tm84618,Steven Prince,Andy - Gun Salesman,Actor
15551,tm84618,Peter Savage,The John,Actor
475303,tm84618,Nicholas Shields,Palantine's Aide (uncredited),Actor
43540,tm84618,Ralph S. Singleton,T.V. Interviewer (uncredited),Actor
466061,tm84618,Annie Gagen,Campaign Worker (uncredited),Actor
212023,tm84618,Carson Grant,Political rallier (uncredited),Actor
5367,tm84618,Mary-Pat Green,Campaign Aide (uncredited),Actor
17421,tm84618,Debbi Morgan,Girl at Columbus Circle (uncredited),Actor
38141,tm84618,Don Stroud,Policeman (uncredited),Actor
811415,tm84618,Copper Cunningham,Hooker in Cab,Actor
1141852,tm84618,Garth Avery,Iris' friend,Actor
1662310,tm84618,Nat Grant,Stick-aup Man,Actor
1393387,tm84618,Billie Perkins,Iris' Friend (uncredited),Actor
9446,tm84618,Catherine Scorsese,Iris' Mother (newspaper article) (uncredited),Actor
9451,tm84618,Charles Scorsese,Iris' Father (newspaper article) (uncredited),Actor
3308,tm84618,Martin Scorsese,Director,Director
10103,tm154986,Jon Voight,Ed Gentry,Actor
13020,tm154986,Burt Reynolds,Lewis Medlock,Actor
6639,tm154986,Ned Beatty,Bobby Trippe,Actor
11224,tm154986,Ronny Cox,Drew Ballinger,Actor
24509,tm154986,Ed Ramey,Old Man at the Gas-Station,Actor
80069,tm154986,Billy Redden,Lonnie - The Banjo Boy,Actor
84032,tm154986,Seamon Glass,First Griner,Actor
84031,tm154986,Randall Deal,Second Griner,Actor
7918,tm154986,Bill McKinney,Mountain Man,Actor
197405,tm154986,Herbert 'Cowboy' Coward,Toothless Man,Actor
618692,tm154986,Lewis Crone,First Deputy,Actor
618691,tm154986,Ken Keener,Second Deputy,Actor
498130,tm154986,Johnny Popwell,Ambulance Driver,Actor
618690,tm154986,John Fowler,Doctor,Actor
217036,tm154986,Kathy Rickman,Nurse,Actor
618689,tm154986,Louise Coldren,Mrs. Biddiford,Actor
618688,tm154986,Pete Ware,Taxi Driver,Actor
24510,tm154986,James Dickey,Sheriff Bullard,Actor
53804,tm154986,Macon McCalman,Deputy Queen,Actor
618687,tm154986,Hoyt Pollard,Boy at Gas Station,Actor
37993,tm154986,Belinda Beatty,Martha Gentry,Actor
100262,tm154986,Charley Boorman,Ed's Boy,Actor
17727,tm154986,John Boorman,Director,Director
11472,tm127384,Graham Chapman,King Arthur / Voice of God / Middle Head / Hiccoughing Guard,Actor
1549,tm127384,John Cleese,Second Swallow-Savvy Guard / The Black Knight / Peasant 3 / Sir Launcelot the Brave / Taunting French Guard / Tim the Enchanter,Actor
11474,tm127384,Eric Idle,Dead Collector / Peasant 1 / Sir Robin the Not-Quite-So-Brave-as-Sir Launcelot / First Swamp Castle Guard / Concorde / Roger the Shrubber / Brother Maynard,Actor
11473,tm127384,Terry Gilliam,Patsy / Green Knight / Old Man from Scene 24 (Bridgekeeper) / Sir Bors / Animator / Gorilla Hand,Actor
11475,tm127384,Terry Jones,Dennis's Mother / Sir Bedevere / Left Head / Prince Herbert / Voice of Cartoon Scribe,Actor
11476,tm127384,Michael Palin,First Swallow-Savvy Guard / Dennis / Peasant 2 / Right Head / Sir Galahad the Pure / Narrator / King of Swamp Castle / Brother Maynard's Brother / Leader of The Knights Who Say NI!,Actor
40898,tm127384,Connie Booth,The Witch,Actor
11478,tm127384,Carol Cleveland,Zoot / Dingo,Actor
11482,tm127384,Neil Innes,First Monk / Singing Minstrel / Page Crushed by the Rabbit / Peasant #4,Actor
40899,tm127384,Bee Duffell,Old Crone,Actor
11481,tm127384,John Young,Dead Body / Historian Frank,Actor
40900,tm127384,Rita Davies,Historian's Wife,Actor
40901,tm127384,Avril Stewart,Dr. Piglet,Actor
40902,tm127384,Sally Kinghorn,Dr. Winston,Actor
40903,tm127384,Mark Zycon,Prisoner,Actor
1275018,tm127384,Elspeth Cameron,Girl in Castle Anthrax,Actor
1462970,tm127384,Mitsuko Forstater,Girl in Castle Anthrax,Actor
589811,tm127384,Sandy Johnson,Knight of Ni / Villager at Witch Burning / Musician at Wedding / Monk / Knight in Battle,Actor
976111,tm127384,Sandy Rose,Girl in Castle Anthrax,Actor
1462971,tm127384,Romilly Squire,Musician at Wedding / Villager at Witch Burning,Actor
90024,tm127384,Joni Flynn,Girl in Castle Anthrax,Actor
1462991,tm127384,Alison Walker,Girl in Castle Anthrax,Actor
1462993,tm127384,Loraine Ward,Girl in Castle Anthrax,Actor
1462994,tm127384,Anna Lanski,Girl in Castle Anthrax,Actor
1462623,tm127384,Sally Coombe,Girl in Castle Anthrax,Actor
1462995,tm127384,Vivienne MacDonald,Girl in Castle Anthrax,Actor
1462975,tm127384,Yvonne Dick,Girl in Castle Anthrax,Actor
1462978,tm127384,Daphne Darling,Girl in Castle Anthrax,Actor
703435,tm127384,Fiona Gordon,Girl in Castle Anthrax,Actor
1463011,tm127384,Judy Lamb,Girl in Castle Anthrax,Actor
1462986,tm127384,Tracy Sneddon,Girl in Castle Anthrax,Actor
1462588,tm127384,Joyce Pollner,Girl in Castle Anthrax,Actor
889417,tm127384,Mary Allen,Girl in Castle Anthrax,Actor
1464056,tm127384,Gloria Graham,Girl in Castle Anthrax,Actor
1671807,tm127384,Sylvia Taylor,Girl in Castle Anthrax,Actor
11490,tm127384,Julian Doyle,Police Sergeant (uncredited),Actor
84047,tm127384,Margarita Doyle,Peasant (uncredited),Actor
1463016,tm127384,Zack Matalon,Guard who Falls into Barrels (uncredited),Actor
1463018,tm127384,Scott Mike,Bash (Mudfighter (uncredited),Actor
1463021,tm127384,William Palin,Sir Not-Appearing-in-this-Film (uncredited),Actor
11475,tm127384,Terry Jones,Themselves (uncredited),Actor
919694,tm127384,Tom Raeburn,Guard Eating Apple (uncredited),Actor
400172,tm127384,Brian Ross,Biff (Mudfighter) (uncredited),Actor
14908,tm127384,Roy Forge Smith,Inspector End of Film (uncredited),Actor
8327,tm127384,John Thornton,Dancing Knight (uncredited),Actor
156072,tm127384,Maggie Weston,Page-turner (uncredited),Actor
11475,tm127384,Terry Jones,Director,Director
11473,tm127384,Terry Gilliam,Director,Director
35196,tm120801,Lee Marvin,Maj. John Reisman,Actor
1050,tm120801,Ernest Borgnine,Maj. Gen. Worden,Actor
16868,tm120801,Charles Bronson,Joseph Wladislaw,Actor
14351,tm120801,Jim Brown,Robert Jefferson,Actor
35197,tm120801,John Cassavetes,Victor Franko,Actor
35200,tm120801,Richard Jaeckel,Sergeant Bowren,Actor
1061,tm120801,George Kennedy,Major Max Armbruster,Actor
35198,tm120801,Trini López,Pedro Jiminez,Actor
21482,tm120801,Ralph Meeker,Captain Stuart Kinder,Actor
24126,tm120801,Robert Ryan,Col. Everett Dasher Breed,Actor
21838,tm120801,Telly Savalas,Archer Maggott,Actor
1765,tm120801,Donald Sutherland,Vernon Pinkley,Actor
35199,tm120801,Clint Walker,Samson Posey,Actor
8044,tm120801,Robert Webber,General Denton,Actor
35201,tm120801,Tom Busby,Milo Vladek,Actor
35202,tm120801,Ben Carruthers,Glenn Gilpin,Actor
35203,tm120801,Stuart Cooper,Roscoe Lever,Actor
29814,tm120801,Robert Phillips,Cpl. Morgan - MP Guard,Actor
35204,tm120801,Colin Maitland,Seth Sawyer,Actor
15345,tm120801,Al Mancini,Tassos Bravos,Actor
2095,tm120801,George Roubicek,Pvt. Arthur James Gardner,Actor
32622,tm120801,Thick Wilson,Gen. Worden's Aide,Actor
548877,tm120801,Dora Reisser,German Officer's Girl,Actor
361026,tm120801,Michael Anthony,German Officer in Staff Car (uncredited),Actor
35206,tm120801,Leo Britt,German General in Staff Car (uncredited),Actor
35207,tm120801,Alan Chuntz,French Servant (uncredited),Actor
35208,tm120801,Gary Files,Ambulance Driver (uncredited),Actor
35209,tm120801,Judith Furse,Drunken General's Wife (uncredited),Actor
35210,tm120801,Hal Galili,MP Master Sergeant / Hangman (uncredited),Actor
35211,tm120801,Romo Gorrara,Airborne Soldier (uncredited),Actor
11181,tm120801,Willoughby Gray,German Officer (uncredited),Actor
35212,tm120801,Gerard Heinz,Card-Playing German Officer (uncredited),Actor
21244,tm120801,John G. Heller,2nd German Sentry at Chateau (uncredited),Actor
35213,tm120801,George Hilsdon,Medical Officer at Hanging (uncredited),Actor
35214,tm120801,John Hollis,German Porter at Chateau (uncredited),Actor
10097,tm120801,Alf Joint,German Sentry Wanting Light (uncredited),Actor
35215,tm120801,Juba Kennerley,German Officer (uncredited),Actor
35216,tm120801,Hildegard Knef,(uncredited),Actor
35217,tm120801,Ann Lancaster,Prostitute (uncredited),Actor
35218,tm120801,Richard Marner,German Sentry at Chateau (uncredited),Actor
1062,tm120801,Dick Miller,MP at Hanging (uncredited),Actor
22266,tm120801,Lionel Murton,MP Lt. Col. in charge at hanging (uncredited),Actor
35219,tm120801,Suzanne Owens-Duval,Prostitute (uncredited),Actor
4500,tm120801,Mike Reid,Sergeant at War Games HQ (uncredited),Actor
31806,tm120801,Terry Richards,Blake (uncredited),Actor
35220,tm120801,Frederick Schiller,Drunken German General (uncredited),Actor
35222,tm120801,Richard Shaw,German Officer Who Seals the Bunker (uncredited),Actor
35223,tm120801,Warren Stanhope,German Officer (uncredited),Actor
35224,tm120801,Hedger Wallace,German Officer (uncredited),Actor
35225,tm120801,Theodore Wilhelm,German Officer (uncredited),Actor
35226,tm120801,Rocky Taylor,Airborne Soldier (uncredited),Actor
2105,tm120801,Burnell Tucker,Army Doctor (uncredited),Actor
35227,tm120801,Vicki Woolf,Prostitute (uncredited),Actor
744350,tm120801,Michael Segal,Airborne Band Conductor (uncredited),Actor
1063,tm120801,Robert Aldrich,Director,Director
11472,ts22164,Graham Chapman,Various,Actor
11476,ts22164,Michael Palin,"Various / ""It's"" man",Actor
11475,ts22164,Terry Jones,Various,Actor
11474,ts22164,Eric Idle,Various,Actor
11473,ts22164,Terry Gilliam,Various,Actor
11472,tm70993,Graham Chapman,Wise Man #2 / Brian Cohen / Biggus Dickus,Actor
1549,tm70993,John Cleese,Wise Man #1 / Reg / Jewish Official / First Centurion / Deadly Dirk / Arthur,Actor
11473,tm70993,Terry Gilliam,Man Even Further Forward / Revolutionary / Jailer / Blood and Thunder Prophet / Frank / Audience Member / Crucifee,Actor
11474,tm70993,Eric Idle,Mr. Cheeky / Stan 'Loretta' / Harry the Haggler / Culprit Woman / Warris / Intensely Dull Youth / Jailer's Assistant / Otto / Lead Singer Crucifee,Actor
11475,tm70993,Terry Jones,Mandy Cohen / Colin / Simon the Holy Man / Bob Hoskins / Saintly Passer-by / Alarmed Crucifixion Assistant,Actor
11476,tm70993,Michael Palin,Wise Man #3 / Mr. Big Nose / Francis / Mrs. A / Ex-Leper / Announcer / Ben / Pontius Pilate / Boring Prophet / Eddie / Shoe Follower / Nisus Wettus,Actor
11477,tm70993,Terence Bayler,Gregory,Actor
11478,tm70993,Carol Cleveland,Mrs. Gregory,Actor
11479,tm70993,Kenneth Colley,Jesus,Actor
11482,tm70993,Neil Innes,A Weedy Samaritan,Actor
11480,tm70993,Charles McKeown,False Prophet / Blind Man / Giggling Guard / Stig,Actor
11481,tm70993,John Young,"Matthias, Son of Deuteronomy of Gath",Actor
11483,tm70993,Gwen Taylor,Mrs. Big Nose,Actor
11484,tm70993,Sue Jones-Davies,Judith Iscariot,Actor
548006,tm70993,Peter Brett,Unknown,Actor
11485,tm70993,John Case,Pilate's Wife,Actor
11489,tm70993,Chris Langham,Alfonso / Giggling Guard,Actor
11487,tm70993,Andrew MacLachlan,Another Official Stoners Helper / Giggling Guard,Actor
11486,tm70993,Bernard McKenna,Parvus / Official Stoners Helper / Giggling Guard,Actor
73106,tm70993,Spike Milligan,Spike,Actor
11488,tm70993,George Harrison,Mr. Papadopolous (uncredited),Actor
11475,tm70993,Terry Jones,Director,Director
6050,tm14873,Clint Eastwood,Harry,Actor
74499,tm14873,Harry Guardino,Bressler,Actor
24045,tm14873,Reni Santoni,Chico,Actor
29250,tm14873,John Vernon,The Mayor,Actor
29225,tm14873,Andrew Robinson,Killer,Actor
63141,tm14873,John Larch,Chief,Actor
28420,tm14873,John Mitchum,De Georgio,Actor
83026,tm14873,Mae Mercer,Mrs. Russell,Actor
83027,tm14873,Lyn Edgington,Norma,Actor
83028,tm14873,Ruth Kobart,Bus Driver,Actor
29253,tm14873,Woodrow Parfrey,Mr. Jaffe,Actor
7250,tm14873,Josef Sommer,Rothko,Actor
83029,tm14873,William Paterson,Bannerman,Actor
44085,tm14873,James Nolan,Liquor Proprietor,Actor
28418,tm14873,Maurice Argent,Sid Kleinman,Actor
83030,tm14873,Jo De Winter,Miss Willis,Actor
642080,tm14873,Craig Kelly,Sgt. Reineke,Actor
24203,tm14873,Albert Popwell,Bank Robber (uncredited),Actor
83031,tm14873,Joy Carlin,Communications Secretary (uncredited),Actor
83032,tm14873,Bill Couch,Suicide Jumper (uncredited),Actor
83033,tm14873,Diana Davidson,Swimmer (uncredited),Actor
6848,tm14873,Vince Deadrick Sr.,Pedestrian (uncredited),Actor
83034,tm14873,Chuck Dorsett,TV Watcher (uncredited),Actor
83035,tm14873,Al Dunlap,Man in Jaffe's Cafe (uncredited),Actor
83036,tm14873,Larry Duran,(uncredited),Actor
63147,tm14873,George Fargo,Homicide Detective (uncredited),Actor
83037,tm14873,Lois Foraker,Hot Mary (uncredited),Actor
29725,tm14873,Max Gail,Tunnel Hoodlum (uncredited),Actor
19846,tm14873,John Garber,Tunnel Hoodlum (uncredited),Actor
37760,tm14873,Christopher Pray,Tunnel Hoodlum (uncredited),Actor
83038,tm14873,Eddie Garrett,Policeman (uncredited),Actor
58911,tm14873,James W. Gavin,Helicopter Pilot (uncredited),Actor
28432,tm14873,David Gilliam,Homosexual (uncredited),Actor
83039,tm14873,Don Haggerty,Minor Role (uncredited),Actor
83040,tm14873,Scott Hale,Newsman (uncredited),Actor
83041,tm14873,Kate Harper,Underwear Chick (uncredited),Actor
83042,tm14873,Bob Harris,Man in Truck (uncredited),Actor
15562,tm14873,Chuck Hicks,Flower Vendor (uncredited),Actor
28171,tm14873,Raymond Johnson,Big Black Man (uncredited),Actor
58618,tm14873,Richard Lawson,Homosexual (uncredited),Actor
83043,tm14873,Laurie Mock,Third Nude (uncredited),Actor
83044,tm14873,Ann Noland,Hippie Girl (uncredited),Actor
83045,tm14873,Kathleen O'Malley,Lady in Jaffe's Cafe (uncredited),Actor
11774,tm14873,Angela Paton,Homicide Detective (uncredited),Actor
83046,tm14873,Victor Paul,Car Driver (uncredited),Actor
27040,tm14873,Debralee Scott,Ann Mary Deacon (uncredited),Actor
56405,tm14873,Don Siegel,Pedestrian Passing Harry's Car (uncredited),Actor
83047,tm14873,Kristoffer Tabori,Hippie Guy (uncredited),Actor
357644,tm14873,Tony Dario,Police Sergeant (uncredited),Actor
1254876,tm14873,Marc Hertsens,Steve - Doctor (uncredited),Actor
1254791,tm14873,Gordon Chapli,Fireman (uncredited),Actor
1254778,tm14873,Janet Wisely,First Nude (uncredited),Actor
1255103,tm14873,Pamela Tanimura,Bus Kid (uncredited),Actor
1254838,tm14873,Richard Samuelson,Bus Kid (uncredited),Actor
1255106,tm14873,Derek Jue,Bus Kid (uncredited),Actor
1255122,tm14873,Sean Maley,Bus Kid (uncredited),Actor
1255589,tm14873,Diane Darnell,Mayor's Secretary (uncredited),Actor
56405,tm14873,Don Siegel,Director,Director
20837,tm119281,Warren Beatty,Clyde Barrow,Actor
17170,tm119281,Faye Dunaway,Bonnie Parker,Actor
16446,tm119281,Michael J. Pollard,C. W. Moss,Actor
15098,tm119281,Gene Hackman,Buck Barrow,Actor
22346,tm119281,Estelle Parsons,Blanche,Actor
18249,tm119281,Denver Pyle,Frank Hamer,Actor
11347,tm119281,Dub Taylor,Ivan Moss,Actor
22347,tm119281,Evans Evans,Velma Davis,Actor
22345,tm119281,Gene Wilder,Eugene Grizzard,Actor
22348,tm119281,Mabel Cavitt,Bonnie's mother (uncredited),Actor
22349,tm119281,Patrick Cranshaw,Bank Teller (uncredited),Actor
345491,tm119281,Owen Bush,Policeman (uncredited),Actor
22351,tm119281,Clyde Howdy,Deputy (uncredited),Actor
22352,tm119281,Russ Marker,Bank Guard (uncredited),Actor
22354,tm119281,Ann Palmer,Bonnie's Sister (uncredited),Actor
511857,tm119281,Ken Mayer,Sheriff Smoot (uncredited),Actor
22355,tm119281,Arthur Penn,Director,Director
14989,tm98978,Brooke Shields,Emmeline,Actor
44313,tm98978,Christopher Atkins,Richard,Actor
36764,tm98978,Leo McKern,Paddy Button,Actor
30068,tm98978,William Daniels,Arthur Lestrange,Actor
80677,tm98978,Jeffrey Kleiser,Lookout,Actor
66492,tm98978,Gus Mercurio,Officer,Actor
80678,tm98978,Elva Josephson,Young Emmeline,Actor
80679,tm98978,Glenn Kohan,Young Richard,Actor
80680,tm98978,Bradley Pryce,Little Paddy,Actor
80681,tm98978,Chad Timmerman,Infant Paddy,Actor
80682,tm98978,Gert Jacoby,Sailor,Actor
80683,tm98978,Alex Hamilton,Sailor,Actor
80684,tm98978,Richard Evanson,Sailor,Actor
28692,tm98978,Randal Kleiser,Director,Director
16024,tm44204,Gregory Peck,Capt. Keith Mallory,Actor
16485,tm44204,David Niven,Cpl. James Arthur Miller,Actor
16350,tm44204,Anthony Quinn,Col. Andrea Stavros,Actor
29175,tm44204,Stanley Baker,Pvt. 'Butcher' Brown,Actor
16352,tm44204,Anthony Quayle,Maj. Roy Franklin,Actor
29176,tm44204,James Darren,Pvt. Spyros Pappadimos,Actor
21795,tm44204,Irene Papas,Maria Pappadimos,Actor
29177,tm44204,Gia Scala,Anna,Actor
29178,tm44204,James Robertson Justice,Commodore Jensen / Prologue Narrator,Actor
4431,tm44204,Richard Harris,Squadron Leader Howard Barnsby RAAF,Actor
29179,tm44204,Bryan Forbes,Cohn,Actor
29180,tm44204,Allan Cuthbertson,Maj. Baker,Actor
16493,tm44204,Michael Trubshawe,Weaver,Actor
27914,tm44204,Percy Herbert,Sgt. Grogan,Actor
16882,tm44204,George Mikell,SS Hauptman Sessler,Actor
11738,tm44204,Walter Gotell,Muesel,Actor
13701,tm44204,Tutte Lemkow,Nicolai,Actor
29181,tm44204,Albert Lieven,Commandant,Actor
29182,tm44204,Norman Wooland,Group Captain,Actor
613906,tm44204,Kleo Skouloudi,Bride,Actor
29184,tm44204,Nicholas Papakonstantinou,Patrol Boat Captain,Actor
29185,tm44204,Christopher Rhodes,German Gunnery Officer,Actor
13433,tm44204,William Hoehne Jr.,German Officer on Navarone,Actor
29187,tm44204,J. Lee Thompson,Director,Director
26187,tm67378,Burt Lancaster,Dolworth,Actor
35196,tm67378,Lee Marvin,Fardan,Actor
24126,tm67378,Robert Ryan,Ehrengard,Actor
36499,tm67378,Woody Strode,Jake,Actor
16444,tm67378,Jack Palance,Jesus Raza,Actor
16488,tm67378,Claudia Cardinale,Maria,Actor
12463,tm67378,Ralph Bellamy,Grant,Actor
62767,tm67378,Joe De Santis,Ortega,Actor
62768,tm67378,Rafael Bertrand,Fierro,Actor
62769,tm67378,Jorge Martínez de Hoyos,Padilla,Actor
62770,tm67378,Marie Gomez,Chiquita,Actor
57746,tm67378,José Chávez,Revolutionary,Actor
127918,tm67378,Carlos Romero,Revolutionary,Actor
23699,tm67378,Vaughn Taylor,Banker,Actor
534965,tm67378,Elizabeth Campbell,Mexican Girl (uncredited),Actor
1461646,tm67378,Don Carlos,Bandit (uncredited),Actor
58919,tm67378,Leigh Chapman,Lady (uncredited),Actor
80218,tm67378,Roberto Contreras,Bandit (uncredited),Actor
2209884,tm67378,Dirk Evans,Man at Door (uncredited),Actor
539684,tm67378,Darwin Lamb,Hooper (uncredited),Actor
227842,tm67378,Eddie Little Sky,Jake's Prisoner (uncredited),Actor
2209736,tm67378,John Lopez,Mexican Servant (uncredited),Actor
101889,tm67378,John McKee,Sheriff (uncredited),Actor
534354,tm67378,Philip L. Parslow,Deputy Sheriff (uncredited),Actor
650832,tm67378,Ron Veto,Mexican Soldier (uncredited),Actor
23705,tm67378,Richard Brooks,Director,Director
25707,tm69997,Richard Pryor,Himself,Actor
191724,tm69997,Jennifer Lee Pryor,Herself (uncredited),Actor
65063,tm69997,Jeff Margolis,Director,Director
25056,tm16479,Bing Crosby,Bob Wallace,Actor
60326,tm16479,Danny Kaye,Phil Davis,Actor
74992,tm16479,Rosemary Clooney,Betty Haynes,Actor
74993,tm16479,Vera-Ellen,Judy Haynes,Actor
41874,tm16479,Dean Jagger,General Waverly,Actor
27535,tm16479,Mary Wickes,Emma Allen,Actor
74994,tm16479,John Brascia,John,Actor
74995,tm16479,Anne Whitfield,Susan Waverly,Actor
74996,tm16479,Bea Allen,Dancer (uncredited),Actor
36157,tm16479,Frank Baker,Anniversary Party Guest (uncredited),Actor
74997,tm16479,Glen Cargyle,Jeep Driver (uncredited),Actor
25098,tm16479,George Chakiris,Dancer (uncredited),Actor
100934,tm16479,Barrie Chase,Doris Lenz (uncredited),Actor
1023889,tm16479,Lorinne Crawford,Rita (uncredited),Actor
22477,tm16479,Franklyn Farnum,Club Patron (uncredited),Actor
14166,tm16479,Bess Flowers,Club Patron (uncredited),Actor
36504,tm16479,Gavin Gordon,General Carlton (uncredited),Actor
422099,tm16479,Johnny Grant,Ed Harrison (uncredited),Actor
57838,tm16479,Percy Helton,Train Conductor (uncredited),Actor
88997,tm16479,I. Stanford Jolley,Station Master (uncredited),Actor
45687,tm16479,Sig Ruman,Landlord (uncredited),Actor
132394,tm16479,Grady Sutton,Mr. Herring (uncredited),Actor
71905,tm16479,Herb Vigran,Novello (uncredited),Actor
498631,tm16479,Robert Crosson,Albert (uncredited),Actor
14797,tm16479,Michael Curtiz,Director,Director
173189,tm135083,Farid Shawqi,Abu Siri,Actor
530033,tm135083,Hind Rostom,Hanuma,Actor
173191,tm135083,Youssef Chahine,Qinawi,Actor
1321002,tm135083,Hassan el Baroudi,Madbouli,Actor
557165,tm135083,Abdel Aziz Khalil,Abu Gaber,Actor
557166,tm135083,Said Khalil,Jadallah,Actor
557167,tm135083,Abdel Ghani Nagdi,Sa'idi traveller,Actor
557168,tm135083,Loutfi El Hakim,Unknown,Actor
557169,tm135083,Abdel Hamid Bodaoha,Shawish Hassanein,Actor
557170,tm135083,F. El Demerdache,Unknown,Actor
557171,tm135083,Said El Araby,Unknown,Actor
538017,tm135083,Ahmed Abaza,Mansour,Actor
557172,tm135083,Hana Abdel Fattah,Unknown,Actor
557173,tm135083,Safia Sarwat,Unknown,Actor
557178,tm135083,Asaad Kellada,(as Assaad Kellada),Actor
555008,tm135083,Naima Wasfy,Hallawatim,Actor
1521416,tm135083,Sherine,Unknown,Actor
1521414,tm135083,Soheir,Unknown,Actor
1321149,tm135083,Esmat Mahmoud,Unknown,Actor
1521441,tm135083,Nawal Morsi,Unknown,Actor
1521413,tm135083,Gharib Moawad,Unknown,Actor
1521412,tm135083,Mohamed Mazhar,Unknown,Actor
1521534,tm135083,Galal Issa,Unknown,Actor
1521409,tm135083,Mahrous El Garhi,Unknown,Actor
1521506,tm135083,Ahmed El Tantawi,Unknown,Actor
1521407,tm135083,S. Abdel Aziz,Unknown,Actor
225932,tm135083,Nadia Lotfi,Unknown,Actor
2342528,tm135083,Safia Tharwat,Halawethom,Actor
173191,tm135083,Youssef Chahine,Director,Director
218173,tm89386,Gert Westphal,Narrator (voice),Actor
41187,tm89386,Joachim Fest,Director,Director
15595,tm156453,Jane Fonda,Herself,Actor
1765,tm156453,Donald Sutherland,Himself,Actor
529469,tm156453,Pamela Donegan,Herself,Actor
529467,tm156453,Len Chandler,Himself,Actor
37864,tm156453,Michael Alaimo,Himself,Actor
208243,tm156453,Holly Near,Herself,Actor
70582,tm156453,Paul Mooney,Himself,Actor
488851,tm156453,Rita Martinson,Herself,Actor
32267,tm156453,Peter Boyle,Himself,Actor
473965,tm156453,Steve Jaffe,Himself,Actor
529468,tm156453,Francine Parker,Director,Director
173189,tm14350,Farid Shawqi,Mohsen's Father,Actor
530826,tm14350,Mahmoud el-Meliguy,Qadry,Actor
216804,tm14350,Ezzat El Alaili,Shaker,Actor
538123,tm14350,Youssef Wahby,Souril,Actor
537218,tm14350,Yehia Chahine,Unknown,Actor
558944,tm14350,Leila Fawzi,Unknown,Actor
745894,tm14350,Akela Kateb,Unknown,Actor
1326853,tm14350,Zeinab Sedky,Unknown,Actor
493971,tm14350,Ahmad Abdel Waress,Unknown,Actor
479007,tm14350,Abdel Azziz Makhyoun,Unknown,Actor
745892,tm14350,Ahmed Mehrez,Unknown,Actor
540702,tm14350,Abdel Warith Assir,The Sheikh,Actor
745900,tm14350,Aida Kamel,Unknown,Actor
745891,tm14350,Oussaida Abbass,Unknown,Actor
536986,tm14350,Zouzou Hamdy El-Hakim,Unknown,Actor
745890,tm14350,Abdel Salam Mohamed,Unknown,Actor
745889,tm14350,Halima El Soghayar,Unknown,Actor
745888,tm14350,Samira Mohamed,Unknown,Actor
745887,tm14350,Abou Hachich,Unknown,Actor
745886,tm14350,Gamil El Traboulsi,Unknown,Actor
223449,tm14350,Ahmad Zaki,Ibrahim,Actor
323651,tm14350,Ahmad Bedir,Unknown,Actor
530275,tm14350,Naglaa Fathy,Unknown,Actor
452580,tm14350,Abdullah Mahmoud,Mohsen,Actor
1113158,tm14350,Mohsena Tawfik,Yehya's Mother,Actor
740561,tm14350,Seif Abdelrahman,Unknown,Actor
173191,tm14350,Youssef Chahine,Director,Director
216804,tm81728,Ezzat El Alaili,Abd El-Hadi,Actor
530826,tm81728,Mahmoud el-Meliguy,Mohamed Abu Swelam,Actor
452578,tm81728,Hamdy Ahmed,Mohammad Effendi,Actor
537218,tm81728,Yehia Chahine,Hassuna,Actor
498370,tm81728,Tewfik El Dekn,Khedr,Actor
676484,tm81728,Ali El Sherif,Diab,Actor
451939,tm81728,Salah El-Saadany,Elwani,Actor
525264,tm81728,Nagwa Ibrahim,Wasifa,Actor
540702,tm81728,Abdel Warith Assir,El Omda,Actor
1332498,tm81728,Fatma Omara‏,Khadra,Actor
1635403,tm81728,Ashraf Al-Selehdar,Mahmoud Bik,Actor
1320859,tm81728,Hussein Ismail,Shenawy,Actor
1330957,tm81728,Mahmoud Al Iraq,Unknown,Actor
1014405,tm81728,Faiza Abdelgawwad,Unknown,Actor
173191,tm81728,Youssef Chahine,Director,Director
6958,tm94651,Amitabh Bachchan,Vijay Varma,Actor
104308,tm94651,Shatrughan Sinha,Ravi Kapoor,Actor
105220,tm94651,Zeenat Aman,Sheetal Sahni,Actor
57763,tm94651,Prem Chopra,Mr. Daaga,Actor
